s_games,s_games_started,s_minutes_average,minutes_display,s_points_average,s_two_pointers_made_average,s_two_pointers_attempted_average,s_two_pointers_percentage,s_three_pointers_made_average,s_three_pointers_attempted_average,s_three_pointers_percentage,s_free_throws_made_average,s_free_throws_attempted_average,s_free_throws_percentage,s_rebounds_offensive_average,s_rebounds_defensive_average,s_rebounds_total_average,s_assists_average,s_blocks_average,s_blocks_received,s_steals_average,s_turnovers_average,s_fouls_total_average,s_fouls_on_average,s_plus_minus_points,s_efficiency_average,person.person_id,person.external_id,person.first_name,person.family_name,person.photo.sm,person.photo.md,person.photo.lg,person.photo.or,team.external_id,team.team_name,team.logo_black.sm,team.logo_black.md,team.logo_black.lg,team.logo_black.or,team.logo_white.sm,team.logo_white.md,team.logo_white.lg,team.logo_white.or
27,27,22.09,22' 05'',12.56,1.81,3.33,54.44,2.26,5.7,39.61,2.15,3.0,71.6,0.52,3.78,4.3,1.41,0.41,0.26,0.85,1.22,2.26,3.07,9.48,12.48,092c9587-4ed6-11ee-b4b0-9593d453a5e4,9571,Tyson,Ward,https://assets.altrstat.xyz/images/Basketball/Person/9571/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9571/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9571/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9571/photo/or.png,1716,Paris,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/or.png
19,8,21.74,21' 44'',12.26,1.42,2.58,55.1,2.37,5.05,46.88,2.32,2.47,93.62,0.32,2.26,2.58,2.37,0.05,0.16,0.95,1.05,2.21,2.79,6.0,13.16,b67b2bd9-22eb-11ed-bc38-250649150f7b,8970,Jordan,Loyd,https://assets.altrstat.xyz/images/Basketball/Person/8970/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8970/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8970/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8970/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
29,25,26.77,26' 46'',12.17,2.83,5.38,52.56,1.72,4.07,42.37,1.34,1.48,90.7,0.41,1.69,2.1,4.0,0.03,0.21,1.03,1.62,2.28,2.79,0.31,12.69,932c0834-f5c1-11eb-98e8-26dc0ccd4703,6994,Benjamin,Sene,https://assets.altrstat.xyz/images/Basketball/Person/6994/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/6994/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/6994/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/6994/photo/or.png,1715,Nanterre,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/or.png
29,29,26.62,26' 37'',12.1,3.62,5.55,65.22,0.83,2.55,32.43,2.38,2.86,83.13,2.48,4.14,6.62,1.93,1.07,0.28,0.72,1.28,2.59,2.69,-4.0,17.03,38f4bcca-6922-11ef-994c-d96774e523da,10060,Jack,Nunge,https://assets.altrstat.xyz/images/Basketball/Person/10060/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10060/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10060/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10060/photo/or.png,1710,Le Portel,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/or.png
25,13,23.6,23' 36'',12.0,1.32,2.6,50.77,2.36,5.6,42.14,2.28,2.6,87.69,0.32,1.2,1.52,3.6,0.0,0.16,0.92,1.04,1.2,2.68,4.88,12.16,599798ae-f5c1-11eb-a66d-829fa53c4950,4529,Paris,Lee,https://assets.altrstat.xyz/images/Basketball/Person/4529/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/4529/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/4529/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/4529/photo/or.png,1712,Lyon-Villeurbanne,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/or.png
30,14,25.76,25' 46'',12.0,2.6,5.83,44.57,1.43,4.23,33.86,2.5,3.07,81.52,0.27,2.33,2.6,1.53,0.13,0.4,0.87,2.13,2.33,2.87,-7.23,8.4,95b55a8f-691f-11ef-8d4b-c1ef43adc189,10058,DeAndre,Gholston,https://assets.altrstat.xyz/images/Basketball/Person/10058/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10058/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10058/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10058/photo/or.png,1710,Le Portel,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/or.png
30,28,26.73,26' 44'',11.67,2.8,5.4,51.85,1.7,3.93,43.22,0.97,1.6,60.42,0.97,4.07,5.03,2.1,0.87,0.27,1.37,1.1,2.4,1.53,-2.23,14.47,37720f7a-f5c1-11eb-9209-7a548989cd8b,2876,Clément,Frisch,https://assets.altrstat.xyz/images/Basketball/Person/2876/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/2876/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/2876/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/2876/photo/or.png,1714,Nancy,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/or.png
30,30,22.74,22' 44'',11.6,3.07,5.5,55.76,1.0,2.8,35.71,2.47,2.93,84.09,0.9,2.73,3.63,2.63,0.1,0.63,0.77,2.7,2.27,3.8,3.33,11.33,ff4ef09a-f5c0-11eb-9523-523277e9c17f,309,Gerald,Ayayi,https://assets.altrstat.xyz/images/Basketball/Person/309/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/309/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/309/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/309/photo/or.png,1706,Cholet,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/or.png
30,25,22.59,22' 35'',11.6,2.8,6.2,45.16,1.27,4.17,30.4,2.2,3.1,70.97,0.43,1.3,1.73,5.1,0.07,0.7,0.67,2.5,2.53,3.53,1.53,9.47,811ece6f-edb5-11ee-aa6b-77a67b0c61f2,9984,Nolan,Traore,https://assets.altrstat.xyz/images/Basketball/Person/9984/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9984/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9984/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9984/photo/or.png,1717,Saint-Quentin,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/or.png
30,30,26.71,26' 43'',11.47,3.57,6.73,52.97,0.1,0.33,30.0,4.03,4.9,82.31,1.27,3.77,5.03,0.63,0.77,0.6,0.67,1.73,2.8,3.83,-9.3,12.57,93c172a0-4d4d-11ee-8ec4-51e2aad76cc6,9534,Jubrile,Belo,https://assets.altrstat.xyz/images/Basketball/Person/9534/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9534/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9534/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9534/photo/or.png,1719,La Rochelle,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/or.png
27,23,27.35,27' 21'',11.44,2.7,5.63,48.03,1.22,3.44,35.48,2.37,3.33,71.11,0.85,2.85,3.7,1.78,0.04,0.52,0.67,1.93,1.56,3.11,-3.26,9.59,343d88ca-f5c1-11eb-a66d-829fa53c4950,2700,Ivan,Fevrier,https://assets.altrstat.xyz/images/Basketball/Person/2700/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/2700/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/2700/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/2700/photo/or.png,1710,Le Portel,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/or.png
21,7,22.96,22' 58'',11.43,3.19,5.0,63.81,0.95,2.62,36.36,2.19,3.62,60.53,0.86,2.86,3.71,1.62,0.38,0.43,0.67,1.43,2.14,3.38,7.62,11.48,e4105ba0-19cb-11ec-8361-8e3819f9276d,8630,Alpha,Diallo,https://assets.altrstat.xyz/images/Basketball/Person/8630/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8630/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8630/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8630/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
27,21,25.31,25' 19'',11.37,2.41,4.37,55.08,1.48,3.56,41.67,2.11,2.7,78.08,0.7,3.33,4.04,2.48,0.04,0.11,0.37,1.89,2.26,2.96,1.85,11.78,ce384829-6c27-11ef-80b8-3f63fb0e6f3e,10101,Zeljko,Sakic,https://assets.altrstat.xyz/images/Basketball/Person/10101/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10101/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10101/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10101/photo/or.png,1705,Chalon/Saône,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/or.png
30,26,27.88,27' 53'',11.37,2.63,5.17,50.97,1.2,3.37,35.64,2.5,3.17,78.95,0.7,4.03,4.73,1.13,0.67,0.27,1.0,1.57,2.3,2.73,-5.87,11.97,29676506-f5c1-11eb-b22b-52d2151fde64,2130,Digué,Diawara,https://assets.altrstat.xyz/images/Basketball/Person/2130/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/2130/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/2130/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/2130/photo/or.png,1710,Le Portel,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/or.png
30,0,18.61,18' 37'',11.3,2.0,3.97,50.42,1.17,3.83,30.43,3.8,4.4,86.36,0.6,1.83,2.43,2.33,0.07,0.37,0.77,1.5,2.5,4.3,2.17,10.17,239dea5f-50a1-11ee-a1d4-7347760aae64,9640,Stefan,Smith,https://assets.altrstat.xyz/images/Basketball/Person/9640/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9640/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9640/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9640/photo/or.png,1706,Cholet,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/or.png
30,27,22.97,22' 58'',11.3,3.5,6.03,58.01,0.9,2.23,40.3,1.6,1.9,84.21,1.17,3.0,4.17,0.93,0.1,0.47,0.3,1.07,2.37,1.97,-5.13,11.57,1e440c6f-6874-11ef-8549-c5261dc44fba,10050,Christian,Sengfelder,https://assets.altrstat.xyz/images/Basketball/Person/10050/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10050/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10050/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10050/photo/or.png,1707,Dijon,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/or.png
24,23,21.3,21' 18'',11.25,4.46,6.92,64.46,0.0,0.04,0.0,2.33,3.42,68.29,1.88,3.04,4.92,2.38,0.29,0.33,0.54,1.75,2.58,3.46,4.92,14.04,a5588366-f5c1-11eb-bcae-f247bcf3e7e8,7813,Bastien,Vautier,https://assets.altrstat.xyz/images/Basketball/Person/7813/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/7813/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/7813/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/7813/photo/or.png,1706,Cholet,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/or.png
29,27,24.91,24' 55'',11.17,3.21,6.45,49.73,0.72,2.79,25.93,2.59,3.66,70.75,1.28,4.17,5.45,2.07,0.45,0.52,1.1,2.28,2.66,3.66,-1.1,11.59,ae5f673a-4be7-11ee-ad51-cfed37af42f4,9525,Tajuan,Agee,https://assets.altrstat.xyz/images/Basketball/Person/9525/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9525/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9525/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9525/photo/or.png,1708,Gravelines-Dunkerque,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1708/logoWhite/or.png
29,20,24.89,24' 53'',11.07,1.59,3.34,47.42,1.93,4.66,41.48,2.1,2.83,74.39,0.38,1.79,2.17,4.72,0.0,0.14,0.9,2.1,2.21,2.93,8.83,11.55,98ebfa54-f5c1-11eb-98e8-26dc0ccd4703,7285,Matthew,Strazel,https://assets.altrstat.xyz/images/Basketball/Person/7285/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/7285/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/7285/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/7285/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
29,19,28.19,28' 11'',11.07,1.31,3.0,43.68,2.21,5.07,43.54,1.83,2.41,75.71,0.76,2.34,3.1,2.34,0.07,0.17,0.55,1.17,2.38,2.83,-0.72,10.83,751ed37e-5d30-11ef-9375-eb29a98c4689,10000,Trevon,Bluiett,https://assets.altrstat.xyz/images/Basketball/Person/10000/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10000/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10000/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10000/photo/or.png,1711,Limoges,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/or.png
30,30,27.62,27' 37'',11.07,1.9,3.5,54.29,1.57,4.63,33.81,2.57,2.97,86.52,0.37,1.57,1.93,3.53,0.07,0.27,0.57,1.9,3.03,3.37,-5.5,10.2,dc17c5f8-6925-11ef-8685-453b4667b938,10062,Kristers,Zoriks,https://assets.altrstat.xyz/images/Basketball/Person/10062/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10062/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10062/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10062/photo/or.png,1710,Le Portel,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/or.png
28,8,25.73,25' 44'',10.96,3.11,4.71,65.91,0.86,2.68,32.0,2.18,3.57,61.0,0.68,2.21,2.89,2.82,0.04,0.57,1.0,1.79,1.57,3.21,-3.68,11.11,a8536234-f5c1-11eb-98e8-26dc0ccd4703,7975,Caleb,Walker,https://assets.altrstat.xyz/images/Basketball/Person/7975/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/7975/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/7975/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/7975/photo/or.png,1714,Nancy,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/or.png
29,29,29.61,29' 37'',10.76,2.52,4.1,61.34,0.93,2.38,39.13,2.93,4.38,66.93,0.93,3.72,4.66,2.03,0.48,0.24,1.14,1.24,2.48,3.97,1.83,13.34,f33112e0-5e29-11ef-972d-a7eb17d52500,10012,Zac,Cuthbertson,https://assets.altrstat.xyz/images/Basketball/Person/10012/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10012/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10012/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10012/photo/or.png,1705,Chalon/Saône,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/or.png
