s_games,s_games_started,s_minutes_average,minutes_display,s_points_average,s_two_pointers_made_average,s_two_pointers_attempted_average,s_two_pointers_percentage,s_three_pointers_made_average,s_three_pointers_attempted_average,s_three_pointers_percentage,s_free_throws_made_average,s_free_throws_attempted_average,s_free_throws_percentage,s_rebounds_offensive_average,s_rebounds_defensive_average,s_rebounds_total_average,s_assists_average,s_blocks_average,s_blocks_received,s_steals_average,s_turnovers_average,s_fouls_total_average,s_fouls_on_average,s_plus_minus_points,s_efficiency_average,person.person_id,person.external_id,person.first_name,person.family_name,person.photo.sm,person.photo.md,person.photo.lg,person.photo.or,team.external_id,team.team_name,team.logo_black.sm,team.logo_black.md,team.logo_black.lg,team.logo_black.or,team.logo_white.sm,team.logo_white.md,team.logo_white.lg,team.logo_white.or
27,7,19.47,19' 28'',5.78,1.3,2.89,44.87,0.81,2.63,30.99,0.74,1.52,48.78,1.15,1.96,3.11,1.44,0.11,0.26,0.56,0.81,2.26,1.41,1.63,6.0,57d91450-1ae4-11ec-ac9b-1ea07fd8383b,8675,Mohamed,Diawara,https://assets.altrstat.xyz/images/Basketball/Person/8675/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8675/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8675/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8675/photo/or.png,1706,Cholet,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/or.png
28,16,19.49,19' 29'',5.57,1.14,1.86,61.54,0.93,2.43,38.24,0.5,0.75,66.67,0.5,1.54,2.04,1.5,0.07,0.18,0.57,0.86,2.14,0.86,1.43,6.43,5cd50c40-f5c1-11eb-a66d-829fa53c4950,4685,David,Lighty,https://assets.altrstat.xyz/images/Basketball/Person/4685/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/4685/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/4685/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/4685/photo/or.png,1712,Lyon-Villeurbanne,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/or.png
27,3,18.72,18' 43'',5.56,1.41,2.96,47.5,0.48,2.56,18.84,1.3,1.85,70.0,0.44,1.93,2.37,5.15,0.0,0.19,1.15,2.07,2.04,1.63,-0.63,7.96,2590ac94-f5c1-11eb-9209-7a548989cd8b,1922,Nathan,De Sousa,https://assets.altrstat.xyz/images/Basketball/Person/1922/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/1922/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/1922/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/1922/photo/or.png,1706,Cholet,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/or.png
19,4,15.55,15' 33'',5.47,0.95,2.37,40.0,0.95,2.26,41.86,0.74,1.53,48.28,0.79,1.37,2.16,0.84,0.42,0.32,0.63,0.47,1.63,1.32,6.42,5.53,03e0ef50-f5c1-11eb-9523-523277e9c17f,514,Juhann,Begarin,https://assets.altrstat.xyz/images/Basketball/Person/514/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/514/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/514/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/514/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
29,14,15.64,15' 38'',5.41,1.14,2.69,42.31,0.83,2.76,30.0,0.66,0.93,70.37,0.41,1.21,1.62,2.48,0.07,0.34,0.52,1.14,1.17,1.17,-4.28,5.21,fce60082-f5c0-11eb-8b91-faf7472b0fa2,166,Vincent,Amsellem,https://assets.altrstat.xyz/images/Basketball/Person/166/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/166/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/166/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/166/photo/or.png,1711,Limoges,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/or.png
19,9,19.44,19' 26'',5.32,1.11,2.42,45.65,0.74,2.37,31.11,0.89,1.21,73.91,0.89,2.32,3.21,1.53,0.05,0.21,0.26,1.32,2.05,1.05,-3.95,5.79,77463eaa-f5c1-11eb-84fd-ca416e2dae99,5884,Devin,Oliver,https://assets.altrstat.xyz/images/Basketball/Person/5884/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/5884/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/5884/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/5884/photo/or.png,1714,Nancy,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1714/logoWhite/or.png
24,17,12.52,12' 31'',5.17,1.96,2.88,68.12,0.13,0.54,23.08,0.88,1.29,67.74,0.92,1.67,2.58,1.5,0.17,0.04,0.38,1.29,1.71,2.04,3.75,6.75,d455115a-1981-11ec-bf9a-ae74afd6cb0f,8629,Donatas,Motiejunas,https://assets.altrstat.xyz/images/Basketball/Person/8629/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8629/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8629/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8629/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
30,14,19.67,19' 40'',5.17,1.63,3.5,46.67,0.37,1.1,33.33,0.8,1.1,72.73,0.6,1.87,2.47,3.03,0.13,0.27,0.87,1.53,2.23,1.1,-2.33,7.23,03a4ff7c-f5c1-11eb-9523-523277e9c17f,492,Lucas,Beaufort,https://assets.altrstat.xyz/images/Basketball/Person/492/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/492/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/492/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/492/photo/or.png,1711,Limoges,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/or.png
29,15,21.81,21' 49'',5.14,0.66,1.62,40.43,0.97,3.21,30.11,0.93,1.14,81.82,0.34,1.38,1.72,2.31,0.0,0.21,0.83,0.79,2.41,1.62,-5.34,5.79,1dff8ce8-f5c1-11eb-8837-3e717e018000,1547,Gaetan,Clerc,https://assets.altrstat.xyz/images/Basketball/Person/1547/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/1547/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/1547/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/1547/photo/or.png,1719,La Rochelle,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/or.png
26,12,14.48,14' 29'',5.12,0.69,1.23,56.25,1.15,2.42,47.62,0.27,0.35,77.78,0.12,0.69,0.81,0.42,0.0,0.0,0.42,0.35,2.31,0.42,0.12,4.54,2d558e2c-f5c1-11eb-9209-7a548989cd8b,2348,Robin,Ducoté,https://assets.altrstat.xyz/images/Basketball/Person/2348/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/2348/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/2348/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/2348/photo/or.png,1707,Dijon,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/or.png
26,0,12.17,12' 10'',5.0,1.92,2.85,67.57,0.0,0.0,,1.15,1.88,61.22,0.96,1.31,2.27,0.46,0.27,0.04,0.42,1.12,2.31,1.85,1.46,5.65,b2fc1aa1-5d2e-11ef-bbfb-f12c65c4767d,9998,Tarik,Black,https://assets.altrstat.xyz/images/Basketball/Person/9998/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9998/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9998/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9998/photo/or.png,1712,Lyon-Villeurbanne,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/or.png
25,14,17.81,17' 49'',4.92,0.4,0.92,43.48,1.2,3.48,34.48,0.52,0.52,100.0,0.6,1.48,2.08,1.2,0.12,0.0,0.44,0.48,1.88,0.92,1.36,5.48,8fabef14-8355-11ec-9063-41e0a1cabf4b,8813,Loic,Schwartz,https://assets.altrstat.xyz/images/Basketball/Person/8813/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8813/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8813/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8813/photo/or.png,1717,Saint-Quentin,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/or.png
30,2,16.65,16' 39'',4.9,1.83,2.27,80.88,0.17,0.7,23.81,0.73,1.07,68.75,1.7,2.7,4.4,1.0,0.1,0.1,0.3,0.8,2.4,1.3,1.17,8.6,19d21280-f5c1-11eb-affe-9a15732db640,1345,Léopold,Cavaliere,https://assets.altrstat.xyz/images/Basketball/Person/1345/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/1345/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/1345/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/1345/photo/or.png,1716,Paris,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/or.png
30,5,18.35,18' 21'',4.9,1.13,1.93,58.62,0.47,1.13,41.18,1.23,1.57,78.72,1.6,2.23,3.83,3.53,0.03,0.1,0.73,1.73,2.9,2.57,-1.93,9.5,6054d2b0-f5c1-11eb-a219-9a556ec2037c,4869,Jean-Baptiste,Maille,https://assets.altrstat.xyz/images/Basketball/Person/4869/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/4869/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/4869/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/4869/photo/or.png,1718,Strasbourg,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/or.png
18,18,18.69,18' 41'',4.89,1.28,2.5,51.11,0.11,0.5,22.22,2.0,2.83,70.59,0.44,1.78,2.22,2.28,0.0,0.22,0.83,1.17,2.06,3.11,-6.61,6.61,452832a2-f5c1-11eb-9209-7a548989cd8b,3553,Lucas,Hergott,https://assets.altrstat.xyz/images/Basketball/Person/3553/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/3553/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/3553/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/3553/photo/or.png,1719,La Rochelle,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/or.png
28,22,17.07,17' 04'',4.64,0.93,1.46,63.41,0.79,2.29,34.38,0.43,0.61,70.59,0.86,2.75,3.61,1.0,0.21,0.07,1.0,0.79,1.96,0.68,4.07,7.46,9b84d7ea-f5c1-11eb-98e8-26dc0ccd4703,7388,Terry,Tarpey,https://assets.altrstat.xyz/images/Basketball/Person/7388/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/7388/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/7388/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/7388/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
20,0,11.63,11' 38'',4.0,1.45,2.55,56.86,0.0,0.0,,1.1,1.55,70.97,0.8,1.55,2.35,0.55,0.1,0.25,0.2,0.8,2.15,1.45,-1.0,4.85,20867f08-f5c1-11eb-9209-7a548989cd8b,1694,Olivier,Cortale,https://assets.altrstat.xyz/images/Basketball/Person/1694/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/1694/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/1694/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/1694/photo/or.png,1705,Chalon/Saône,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/or.png
30,5,21.67,21' 40'',4.0,1.57,2.2,71.21,0.13,0.63,21.05,0.47,0.83,56.0,1.83,2.93,4.77,0.73,0.1,0.1,0.6,0.7,2.47,0.7,-1.43,8.0,8121e67c-f5c1-11eb-98e8-26dc0ccd4703,6183,William,Pfister,https://assets.altrstat.xyz/images/Basketball/Person/6183/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/6183/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/6183/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/6183/photo/or.png,1717,Saint-Quentin,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/or.png
30,20,22.82,22' 49'',3.93,0.6,1.43,41.86,0.63,2.1,30.16,0.83,0.87,96.15,0.73,1.43,2.17,1.47,0.13,0.0,1.07,0.8,1.83,0.87,-5.9,5.63,5263375a-f5c1-11eb-8270-42f64c8284cd,4215,Lahaou,Konaté,https://assets.altrstat.xyz/images/Basketball/Person/4215/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/4215/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/4215/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/4215/photo/or.png,1710,Le Portel,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1710/logoWhite/or.png
30,1,15.57,15' 34'',3.67,1.07,2.3,46.38,0.2,1.0,20.0,0.93,1.23,75.68,0.4,1.6,2.0,1.57,0.1,0.23,0.43,0.67,2.2,1.27,-3.8,4.77,8fa62a3c-f5c1-11eb-98e8-26dc0ccd4703,6841,Jerome,Sanchez,https://assets.altrstat.xyz/images/Basketball/Person/6841/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/6841/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/6841/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/6841/photo/or.png,1719,La Rochelle,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1719/logoWhite/or.png
21,0,14.71,14' 43'',3.38,0.29,0.52,54.55,0.71,1.67,42.86,0.67,0.81,82.35,0.62,1.1,1.71,1.0,0.14,0.05,0.43,0.52,1.33,0.81,0.48,4.81,2179f8c2-f5c1-11eb-9209-7a548989cd8b,1718,Maxime,Courby,https://assets.altrstat.xyz/images/Basketball/Person/1718/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/1718/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/1718/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/1718/photo/or.png,1704,Bourg-en-Bresse,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/or.png
25,2,9.56,9' 34'',3.0,0.4,1.04,38.46,0.68,1.44,47.22,0.16,0.4,40.0,0.16,0.44,0.6,1.24,0.0,0.08,0.36,0.44,1.04,0.64,-0.16,3.12,5fb232bb-929a-11ed-bfec-03d59cb730bf,9307,Soren,Bracq,https://assets.altrstat.xyz/images/Basketball/Person/9307/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9307/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9307/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9307/photo/or.png,1706,Cholet,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1706/logoWhite/or.png
25,2,10.19,10' 11'',2.88,0.44,1.08,40.74,0.52,1.56,33.33,0.44,0.56,78.57,0.16,0.24,0.4,0.68,0.04,0.08,0.24,0.6,1.24,0.84,-0.88,1.84,823365ea-f5c1-11eb-98e8-26dc0ccd4703,6225,Illan,Pietrus,https://assets.altrstat.xyz/images/Basketball/Person/6225/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/6225/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/6225/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/6225/photo/or.png,1718,Strasbourg,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/or.png
